Index,Hours,Julian_day,Week_day,T_°C,SR_W/m2,p_mb,Prec_mm,RH_%,WD_°,WS_m/s,NO2_ug/m3
1561,0,66,6,12.86,0,728.33,0.1,94.61,33.9,0.69,31.38
1562,1,66,6,12.88,0,728,0,94.54,30.1,1.26,21.16
1563,2,66,6,12.62,0,727.89,0,95.49,85.3,0.99,16.22
1564,3,66,6,12.34,0,727.06,0,96.99,136.6,1.27,11.9
1565,4,66,6,12.18,0,726.8,0,97.49,88.1,0.77,11.4
1566,5,66,6,12.1,0,727.13,0,97.43,126.7,0.96,11.8
1567,6,66,6,11.89,0,728,0,96.42,177.4,0.86,18.04
1568,7,66,6,11.68,7.69,728,0,97.63,124.7,0.95,16.48
1569,8,66,6,12.15,93.31,729.04,0,95.74,71.2,1.04,14.45
1570,9,66,6,14.55,455.18,729.2,0,82.6,99.2,1.44,12.66
1571,10,66,6,16.36,674.48,729.21,0,69.82,132,1.91,16.26
1572,11,66,6,18.12,743.03,729.2,0,62.01,120.8,1.76,19.66
1573,12,66,6,18.81,741.21,728.22,0,58.16,67.1,1.77,18.46
1574,13,66,6,18.2,402.26,727.32,0,57.92,24.5,2.8,12.23
1575,14,66,6,18.99,895.59,726.41,0,52.87,15.3,3.16,11.17
1576,15,66,6,18.55,430.16,725.6,0,51.41,27.6,3.44,9.31
1577,16,66,6,18.31,603.1,725.6,0,52.35,9.2,3.61,12.34
1578,17,66,6,17.68,236.54,725.6,0,53.65,10.5,2.59,24.63
1579,18,66,6,16.09,44.23,726.31,0,67.57,129.5,2.27,34.33
1580,19,66,6,14.17,0,726.8,0,81,163.9,1.8,35.91
1581,20,66,6,14.17,0,727.26,0,79.58,42.2,1.71,31.51
1582,21,66,6,13.36,0,728,0,84.46,88.3,1.78,27.53
1583,22,66,6,13.31,0,728.95,0,84.71,73.4,1.22,27.24
1584,23,66,6,13.4,0,729.1,0,84.01,106.3,0.95,37.24
1585,0,67,0,12.69,0,728.91,0,91.47,116.8,1.31,22.67
1586,1,67,0,12.58,0,728,0,90.96,352.5,1.51,11.52
1587,2,67,0,12.67,0,728,0,86.21,48.9,1.39,6.57
1588,3,67,0,12.09,0,727.21,0,91.61,70.7,1.55,4.21
1589,4,67,0,12.08,0,726.8,0,89.57,23.3,1.45,5.95
1590,5,67,0,11.82,0,726.85,0.1,92.42,110.4,1.33,9.72
1591,6,67,0,11.03,0,727.95,2.6,96.94,65.3,1.3,28.95
1592,7,67,0,11.08,2.12,728.02,1.3,96.69,166.8,0.93,43.53
1593,8,67,0,11.39,49.37,729.12,0.3,94.74,173.1,1.25,46.58
1594,9,67,0,12.31,136.01,729.2,0,87.25,163.7,1.4,43.23
1595,10,67,0,12.86,128.1,729.74,0,85.63,96,1.09,42.62
1596,11,67,0,13.05,105.55,729.65,0,83.93,8.1,1.14,45.11
1597,12,67,0,14.14,267.71,729.2,0,82.26,110.1,1.33,46.02
1598,13,67,0,14.13,137.25,729.19,0.1,82.17,139.4,1.03,51.15
1599,14,67,0,14.06,170.9,728.05,0.4,84.57,300.4,1.02,51.99
1600,15,67,0,14.13,88.46,727.58,0.9,82.41,41.5,1.17,53.98
1601,16,67,0,13.24,40.16,726.8,0.5,88.68,11.4,0.84,59.41
1602,17,67,0,12.93,15.4,726.8,0,88.22,354.7,0.92,43.78
1603,18,67,0,12.5,14.14,726.8,0.1,89.88,258.4,0.88,35.79
1604,19,67,0,12.59,0,727.68,0,88.01,208.6,1.02,25.11
1605,20,67,0,12.32,0,728,0,92.2,290.8,0.67,29.76
1606,21,67,0,11.89,0,728.14,0,91.75,295.3,0.51,28.11
1607,22,67,0,11.03,0,729.08,0,93.14,300,0.82,27.94
1608,23,67,0,10.91,0,729.2,0,91.02,277.8,0.98,28.71
1609,0,68,1,11.3,0,729.15,0,88.71,217,0.63,19.08
1610,1,68,1,10.84,0,728.1,0,90.49,285.1,0.76,19.28
1611,2,68,1,10.43,0,727.99,0,92.06,298.1,0.61,18.13
1612,3,68,1,10.14,0,727.2,0,92.26,291,0.71,15.43
1613,4,68,1,10.01,0,726.8,0,91.29,268.5,0.71,18.23
1614,5,68,1,10.51,0,726.8,0,89.89,233.9,0.52,18.55
1615,6,68,1,10.3,0,726.93,0,89.96,274.4,0.45,23.7
1616,7,68,1,9.85,8.64,727.88,0,91.26,294.3,0.78,44.4
1617,8,68,1,12.8,181.91,728,0,77.3,205.5,0.99,80.01
1618,9,68,1,17.05,438.89,728,0,58.02,133,1.16,33.46
1619,10,68,1,18.94,732.07,728,0,48.18,104.1,1.53,37.94
1620,11,68,1,19.8,913.21,727.73,0,47.51,152.3,1.84,43.12
1621,12,68,1,20.36,1009.28,726.8,0,47.13,92,2.36,32.4
1622,13,68,1,20.24,789.76,726.48,0,49.5,3.6,2.19,21.79
1623,14,68,1,20.96,1146.38,725.44,0,47.69,14.8,3.02,15.89
1624,15,68,1,19.95,593.28,724.42,0,48.21,7.3,3.42,32.53
1625,16,68,1,19.19,242.26,724.4,0,53.82,84.6,1.97,26.13
1626,17,68,1,18.38,147.01,724.42,0,53.4,358.5,2.71,38.41
1627,18,68,1,16.92,23.73,725.51,0,64.25,103,2.39,44.27
1628,19,68,1,15.06,0,725.6,0,82.98,172.8,1.84,36.23
1629,20,68,1,14.15,0,726.41,0,88.47,94.4,1.46,35.38
1630,21,68,1,13.96,0,727.15,0,90.39,125.6,1.62,28.55
1631,22,68,1,13.54,0,728,0,95.25,165.1,1.19,30.49
1632,23,68,1,13.71,0,728,0,93.36,192,1.36,22.82
1633,0,69,2,13.24,0,728,0,95.15,153.5,1.3,19.44
1634,1,69,2,13.2,0,727.4,0,95.19,140.3,0.86,16.95
1635,2,69,2,12.83,0,726.8,0,96,109.5,1.17,10.54
1636,3,69,2,12.72,0,726.8,0,97.67,142.5,0.74,13.87
1637,4,69,2,13.1,0,726.65,0,94.77,196.1,0.86,18.33
1638,5,69,2,12.55,0,726.69,0,93.28,255.6,0.67,19.63
1639,6,69,2,12.58,0,726.8,0,93.13,286.7,0.63,28.52
1640,7,69,2,12.46,10.78,726.8,0,95.91,200.7,0.62,26.4
1641,8,69,2,13.94,153.63,727.47,0,82.88,327.7,0.88,45.99
1642,9,69,2,17.41,491.14,728,0,65.77,3.9,1.17,40.11
1643,10,69,2,18.75,775,727.97,0,58.79,132.4,1.94,36.93
1644,11,69,2,19.41,742.85,727.06,0,54.21,12.9,1.97,34.37
1645,12,69,2,18.82,534.56,726.8,0,54.74,0.6,1.65,17.38
1646,13,69,2,21.03,1108.57,725.88,0,46.16,356,2.45,22.88
1647,14,69,2,21.28,1122.21,724.91,0,46.9,4.2,3.42,25.96
1648,15,69,2,20.46,421.84,724.4,0,48.87,57,2.88,47.49
1649,16,69,2,15.78,49.99,725.25,0,70.3,158.6,3.67,42.4
1650,17,69,2,14.85,8.57,725.6,0,65.85,197.6,1.96,66.68
1651,18,69,2,15.03,2.38,725.6,0,66.56,183,2.26,58.42
1652,19,69,2,13.99,0,726.7,0,78,66.8,1.31,60.95
1653,20,69,2,13.73,0,727.05,0,82.84,129.6,1.47,49.15
1654,21,69,2,13.52,0,728,0,83.61,120.1,1.22,49.3
1655,22,69,2,13.56,0,728.02,0,86.74,326.8,0.73,40.22
1656,23,69,2,12.96,0,728.57,0,91.29,180.9,1.51,47.97
1657,0,70,3,12.78,0,728.61,0,92.21,185.8,1.5,41.49
1658,1,70,3,13.18,0,728,0,86.01,250.4,0.86,35.2
1659,2,70,3,13.08,0,726.97,0,84.2,263.8,0.69,33.09
1660,3,70,3,13.05,0,726.8,0,83.97,295.2,0.67,46.18
1661,4,70,3,12.99,0,726.8,0,86.58,200.5,1.01,36.16
1662,5,70,3,12.6,0,726.8,0,90.22,7.1,1.41,37.63
1663,6,70,3,12.52,0,727.34,0,91.25,341.5,1.13,36.51
1664,7,70,3,12.85,4.56,728,0,87.51,320,0.65,43.59
1665,8,70,3,12.74,78.86,728.62,0,91.99,112.6,1.41,43.68
1666,9,70,3,13.95,341.02,729.2,0,86.49,166.3,1.67,43.79
1667,10,70,3,17.29,425.07,729.2,0,63.34,232.1,1.12,51.03
1668,11,70,3,18.51,617.57,728.8,0,61.39,118.4,1.89,48.87
1669,12,70,3,17.55,406.2,728.01,0,64.23,82.9,2.14,34.39
1670,13,70,3,18.56,701.8,727.5,0,61.66,8.9,2.06,39.31
1671,14,70,3,18.01,190.35,726.8,0,63.97,14.1,2.36,34.99
1672,15,70,3,19.08,430.54,725.73,0,56.66,155.2,1.71,40.7
1673,16,70,3,18.44,148.33,725.09,0,59.24,314.3,2.23,28.89
1674,17,70,3,19.6,310.23,724.4,0,51.52,35.3,1.86,48.95
1675,18,70,3,17.59,18.81,725.01,0,61.21,35.8,1.58,63.41
1676,19,70,3,15.88,0,726.02,0,74.09,204.9,2.58,48.09
1677,20,70,3,14.56,0,726.8,0,87.22,169.3,1.8,40.25
1678,21,70,3,13.89,0,727.65,0,93.38,134.9,1.5,33.09
1679,22,70,3,13.74,0,728,0,93.99,163,1.76,26.74
1680,23,70,3,13.42,0,728.06,0,95.26,142.1,1.69,17.29
1681,0,71,4,12.76,0,728.63,2.9,97.54,81.6,1.86,15.45
1682,1,71,4,11.89,0,728.18,5.4,96.94,23.6,1.57,21.17
1683,2,71,4,11.97,0,727.99,0.5,96.26,174.9,1.31,19.19
1684,3,71,4,11.99,0,727.6,0,96.76,142.4,0.74,27.73
1685,4,71,4,12.04,0,726.8,0,95.82,195,1.59,27.87
1686,5,71,4,12.1,0,726.8,0,93.83,207,1.67,34.75
1687,6,71,4,12.32,0,726.8,0,91.01,92.2,1.11,53.71
1688,7,71,4,12.25,13.22,727.15,0,92.41,153.9,1.19,52.14
1689,8,71,4,12.82,93.12,728.02,0,90.13,198.4,1.22,64.2
1690,9,71,4,14.42,256.17,728.64,0,78.93,183.9,1.86,71.96
1691,10,71,4,16.43,437.76,728.73,0,68.79,135.6,1.7,61.32
1692,11,71,4,18.77,748.65,728.11,0,57.39,137.4,1.84,47.4
1693,12,71,4,19.58,834.09,727.96,0,53.93,120.2,2.24,36.6
1694,13,71,4,20.04,836.4,726.85,0,49.75,80.9,1.96,49.6
1695,14,71,4,19.83,356.7,725.8,0,51.01,95,1.89,32.36
1696,15,71,4,19.05,393.36,725.6,0,58.45,27.9,2.32,32.64
1697,16,71,4,19.58,606.35,724.57,0,56.74,23.9,2.11,37.69
1698,17,71,4,17.69,120.35,724.66,0,65.52,10.3,2.94,51.09
1699,18,71,4,16.25,32.24,725.6,0,73.1,25.4,1.81,56.66
1700,19,71,4,15.58,0,726.15,0,78.77,69.2,1.57,44.9
1701,20,71,4,14.25,0,726.8,0,89.92,142.3,1.84,47.63
1702,21,71,4,14.72,0,727.82,0,81.55,4.3,1.85,48.21
1703,22,71,4,14.18,0,728.02,0,89.71,202.5,1.8,36.12
1704,23,71,4,13.17,0,729.04,5.8,94.35,188.5,1.65,29.2
1705,0,72,5,12.5,0,729.17,1.2,94.61,215.8,1.46,29.65
1706,1,72,5,12.51,0,728.09,0.9,93.38,196.2,1.41,34.11
1707,2,72,5,12.38,0,728,0.2,94.38,149.7,1.05,31.6
1708,3,72,5,12.2,0,727.05,0.1,95.8,176.4,1.1,28.45
1709,4,72,5,12.01,0,726.8,0,94.12,314.2,1,33.22
1710,5,72,5,11.7,0,726.8,0,94.77,175.8,0.73,34.5
1711,6,72,5,11.42,0,726.82,0,96.34,202.8,0.85,35.91
1712,7,72,5,11.42,6.27,727.88,0,97.38,139,0.8,38.58
1713,8,72,5,12.14,87.64,728.08,0,94.22,183,1.01,52.04
1714,9,72,5,13.55,138.81,729.13,0,83.09,181,1.43,40.48
1715,10,72,5,14.74,235.51,729.2,0,72.28,210.4,1.08,52.77
1716,11,72,5,16.55,496.2,728.33,0,65.09,3.9,1.3,57.26
1717,12,72,5,17.48,429.05,728,0,65.26,60.8,1.57,44.6
1718,13,72,5,16.97,325.75,727.21,0,71.19,98.8,1.92,27.92
1719,14,72,5,17.75,504.41,726.29,0,64.82,51.4,1.98,28
1720,15,72,5,16.64,68.72,725.6,0,66.94,10,1.86,29.49
1721,16,72,5,17.18,162.54,725.13,0,62.09,146.1,1.9,33.72
1722,17,72,5,16.27,86.78,725.6,0,78.46,167.5,2.13,32.29
1723,18,72,5,15.96,92.54,725.6,0,78.06,126.3,1.72,39.79
1724,19,72,5,14.91,0,725.6,0,82.45,166.5,1.13,43.1
1725,20,72,5,14.05,0,726.49,0,87.01,237.3,0.85,41.72
1726,21,72,5,14.14,0,727.07,0,84.04,291.5,0.85,37.42
1727,22,72,5,13.76,0,728,0,88.09,107.5,1.09,28.39
1728,23,72,5,12.98,0,728.03,0,95.11,131.5,1.38,32.72
1729,0,73,6,13.25,0,728,0,93.55,192.8,0.97,24.53
1730,1,73,6,12.9,0,727.6,0,94.12,179.7,1.53,22.51
1731,2,73,6,12.72,0,726.8,0,93.99,151.1,1.06,19.15
1732,3,73,6,12.37,0,726.8,0,93.89,347.1,0.78,27.89
1733,4,73,6,12.52,0,726.67,0,93.68,222.4,0.65,29.89
1734,5,73,6,12.76,0,726.64,0,92.68,168.6,1.1,30.5
1735,6,73,6,12.92,0,726.8,0,92.01,215.2,0.58,30.55
1736,7,73,6,13.11,9.26,726.8,0,88.88,200.6,0.91,33.35
1737,8,73,6,14.2,146.81,727.71,0,83.22,186.4,1.32,27.93
1738,9,73,6,15.22,323.42,728,0,79.04,265.5,0.98,24.39
1739,10,73,6,17.55,428.68,728,0,60.35,0.4,1.21,29.98
1740,11,73,6,17.32,269.78,728,0,67.51,60.9,1.63,28.22
1741,12,73,6,15.67,217.59,728,0,80.73,121.2,2.44,27.88
1742,13,73,6,15.88,211.81,727.08,0,77.77,122.5,1.55,35.6
1743,14,73,6,15.79,209.79,726.79,0,80.65,199.9,1.15,33.33
1744,15,73,6,16.79,211.09,725.66,0,70.6,169.6,0.96,33.66
1745,16,73,6,16.43,144.39,725.6,0,73.05,81.7,1.44,23.04
1746,17,73,6,15.6,158.78,725.6,0,78.8,43.8,1.81,28.73
1747,18,73,6,14.47,12.61,725.82,1.1,85.96,26.6,1.54,40.47
1748,19,73,6,13.65,0,726.8,0.4,91.42,95.6,0.98,47.6
1749,20,73,6,12.76,0,727.45,0.7,92.83,177.3,1.37,43.04
1750,21,73,6,12.63,0,728.04,0.1,93.36,128.4,0.79,42.11
1751,22,73,6,12.78,0,728.95,0,93.54,202.9,0.84,23.34
1752,23,73,6,12.52,0,729.2,0.2,96.46,143.5,1.32,38.08
1753,0,74,0,12.41,0,728.69,0,97.38,187,1.49,51.51
1754,1,74,0,12.57,0,728,0,95.52,157.1,0.88,42.52
1755,2,74,0,12.61,0,727.45,0,94.63,291.4,0.67,37.56
1756,3,74,0,12.57,0,726.8,0,93.99,201.9,0.85,36.45
1757,4,74,0,12.55,0,726.8,0,93.47,216.2,0.47,24.04
1758,5,74,0,11.69,0,726.8,0,95.09,297.8,0.75,23.79
1759,6,74,0,11.32,0,726.8,0,96.21,291.2,0.64,25.47
1760,7,74,0,11.9,8.93,727.19,0,92.77,304.7,0.48,40.94
1761,8,74,0,13.16,63.49,728,0,88.49,310.5,0.44,61.84
1762,9,74,0,14.01,100.03,728.27,0,85.95,208,0.92,82.64
1763,10,74,0,14.69,147.99,729.2,0,81.81,35.8,0.82,100.45
1764,11,74,0,15.78,256.41,728.66,0,75.04,335.7,1.09,79.98
1765,12,74,0,17.55,596.71,727.79,0,64.01,8.8,1.83,43.59
1766,13,74,0,18.67,613.32,726.8,0,57.84,77.3,2.27,
1767,14,74,0,17.68,339.55,726.3,0,66.27,118.1,2.23,
1768,15,74,0,17.73,236.05,725.6,0,65.13,144.7,2.19,68.43
1769,16,74,0,16.53,115.07,725.6,0.2,73.67,76.4,1.82,62.36
1770,17,74,0,15.33,57.99,725.6,0.3,79.47,63.7,1.1,66.97
1771,18,74,0,15.68,47.35,725.6,0,71.92,13.7,0.72,62.67
1772,19,74,0,14.74,0,725.99,0,87.62,129.9,1.5,52.34
1773,20,74,0,13.93,0,726.8,0,94.67,178.4,1.18,45.8
1774,21,74,0,13.53,0,726.98,0,95.17,280.9,0.69,46.41
1775,22,74,0,13.25,0,728,0,97.56,140,0.91,44.38
1776,23,74,0,13.15,0,728.1,0,98.01,36.8,0.61,40.94
1777,0,75,1,12.96,0,728.26,0,97.39,211.6,0.79,38.92
1778,1,75,1,12.85,0,728,0,95.66,208.6,0.97,40.86
1779,2,75,1,12.46,0,727.37,0,94.96,214.7,1.05,22.38
1780,3,75,1,12.49,0,726.79,0,86.89,222.7,1.96,9.96
1781,4,75,1,12.56,0,725.98,0,76.73,256.2,1.28,21.3
1782,5,75,1,10.65,0,725.6,0,85.68,316.2,0.95,26.8
1783,6,75,1,10.18,0,726.34,0,90.11,335.6,1.11,28.79
1784,7,75,1,10.21,20.84,727.01,0,91.24,309.6,0.64,55.4
1785,8,75,1,14.52,206.6,728,0,70.34,168.1,1.34,46.53
1786,9,75,1,15.67,460.4,728,0,71.58,158.7,2.48,44.21
1787,10,75,1,17.81,745,728,0,63.33,132.5,2.25,39.1
1788,11,75,1,19.87,866.16,727.14,0,53.47,148.2,2.01,31.91
1789,12,75,1,20.68,835.09,726.75,0,45.86,112.3,1.92,25.94
1790,13,75,1,21.97,988.92,725.65,0,41.97,110,1.79,20.37
1791,14,75,1,22.39,986.55,724.52,0,39.84,111.1,2.15,21.2
1792,15,75,1,21.61,794.33,724.4,0,45.29,63.7,2.72,16.64
1793,16,75,1,19.31,227.43,724.21,0,57.43,355.2,3.67,17.83
1794,17,75,1,16.78,19.7,724.4,0,67.27,310.3,1.93,26.95
1795,18,75,1,17,23.58,724.4,0,67.69,324,1.3,36.53
1796,19,75,1,16.35,0,725.12,0,68.73,348.9,1.26,39.82
1797,20,75,1,15.87,0,725.61,0,71.63,333.2,1.22,35.55
1798,21,75,1,14.37,0,726.63,0,80.01,313.9,0.81,30.09
1799,22,75,1,13.16,0,726.8,0,83.35,295.3,0.97,31.64
1800,23,75,1,13.15,0,726.8,0,79.11,247.3,0.85,17.59
1801,0,76,2,13.92,0,726.8,0,68.68,215,1.57,22.57
1802,1,76,2,13.57,0,726.24,0,71.43,228.1,0.8,9.77
1803,2,76,2,14.32,0,725.6,0,67.18,180.1,1.92,24.66
1804,3,76,2,13.38,0,725.57,0,81.41,198.1,1.15,19.14
1805,4,76,2,14,0,725.5,0,73.91,68.8,1.23,26.16
1806,5,76,2,12.95,0,725.6,0,86.17,349,0.67,25.93
1807,6,76,2,12.49,0,725.6,0,87.01,246.4,0.73,30.99
1808,7,76,2,11.73,10.97,725.8,0,91.63,349.7,0.89,44.72
1809,8,76,2,13.6,183.23,726.8,0,81.28,46.7,1.03,54.42
1810,9,76,2,15.73,373.6,727.27,0,69.3,21.7,1.9,52.13
1811,10,76,2,17.73,621.4,727.82,0,64.37,113.7,1.7,37.97
1812,11,76,2,19.97,938.49,726.82,0,49.13,118,1.83,
1813,12,76,2,,,,,,,,33.57
1814,13,76,2,19.75,333.08,725.6,0,48.67,95.2,1.68,34.26
1815,14,76,2,17.76,179.2,725.12,0,63.63,1.1,2.79,40.97
1816,15,76,2,17.5,189.11,724.4,0.1,65,5.8,2.63,39.26
1817,16,76,2,17.46,222.87,724.4,0,64.43,6.3,2.75,36.71
1818,17,76,2,17.33,154.04,724.39,0,61.64,19.4,2.76,43.33
1819,18,76,2,16.8,23.18,724.4,0,64.16,18,2.17,46.15
1820,19,76,2,15.99,0,724.7,0,72.07,46.3,1.71,37.69
1821,20,76,2,14.27,0,725.63,0,90.8,149.4,1.33,32.56
1822,21,76,2,13.71,0,726.62,0,94.46,115.1,1.13,31.14
1823,22,76,2,13.46,0,726.8,0,96.08,116.9,1.28,28.24
1824,23,76,2,13.37,0,726.81,0,96.63,146.5,0.99,25.56
1825,0,77,3,13.3,0,726.8,0.1,96.97,84.7,1.05,20.49
1826,1,77,3,13.22,0,726.75,0,97.21,97.4,0.9,19.4
1827,2,77,3,13.21,0,725.73,0.7,97.26,72.5,1.11,11.04
1828,3,77,3,12.93,0,725.6,2.2,96.55,32.2,1.22,7.42
1829,4,77,3,12.62,0,725.6,0.3,94.63,233.7,1.36,13.11
1830,5,77,3,12.51,0,725.6,0.5,92.7,104,0.6,19.71
1831,6,77,3,12.65,0,725.69,0.2,92.98,94.3,0.46,25.38
1832,7,77,3,12.76,5.63,726.65,0,94.17,93.6,0.52,24.61
1833,8,77,3,13.27,52.23,726.8,0.1,92.23,12.6,0.44,32.66
1834,9,77,3,14.13,210.75,727.44,0,88.97,97.4,0.99,41.71
1835,10,77,3,15.65,294.48,727.57,0,80.43,145.8,1.35,46.19
1836,11,77,3,16.91,465.37,727.26,0,76.03,133.7,1.4,44.5
1837,12,77,3,17.37,262.14,726.8,0.1,72.36,165.8,1.58,40.21
1838,13,77,3,16.81,343.79,726.67,0,72.97,180.7,1.77,27.9
1839,14,77,3,17.48,364.84,725.61,0,59.18,171.3,2.47,27.11
1840,15,77,3,17.81,478.2,724.97,0.1,55.52,189.2,3.14,23.72
1841,16,77,3,18.27,397.26,724.4,0,48.56,194.9,2.72,24.5
1842,17,77,3,18.78,253.22,724.4,0,47.95,179,2.2,34.25
1843,18,77,3,17.97,83.65,724.4,0,55.56,182.9,1.53,40.88
1844,19,77,3,15.02,0,725.27,0,82.24,83.3,1.05,27.51
1845,20,77,3,14.2,0,725.6,0,76.66,291.1,0.63,34.59
1846,21,77,3,13.83,0,726.19,0,84.08,219.5,0.97,29.2
1847,22,77,3,12.89,0,726.8,0,91.31,291.6,0.62,29.5
1848,23,77,3,12.95,0,726.8,0,93.77,299,0.49,27.41
1849,0,78,4,13.01,0,726.84,0,91.49,84.9,0.76,24.89
1850,1,78,4,13.03,0,726.8,0,91.85,147.7,0.9,22.69
1851,2,78,4,12.77,0,726.36,0,94.84,144.2,0.84,19.78
1852,3,78,4,12.5,0,725.6,0,94.74,163.4,0.73,15.47
1853,4,78,4,11.89,0,725.6,0,94.61,271.9,0.51,15.52
1854,5,78,4,11.73,0,725.6,0,94.11,271.2,0.5,17.96
1855,6,78,4,11.98,0,725.74,0,93.42,257.6,0.58,25.28
1856,7,78,4,12.15,4.22,726.72,0,91.7,194.5,0.8,36.97
1857,8,78,4,13.5,180.82,726.8,0,79.1,187,1.69,41.82
1858,9,78,4,16.38,462.54,726.8,0,66.38,162.8,2.16,52
1859,10,78,4,18.07,504.09,726.8,0,64.78,153,1.53,39.76
1860,11,78,4,,796.23,,0,,132.7,1.92,29.59
1861,12,78,4,19.34,446.46,725.62,0,57.9,40.5,1.84,16.88
1862,13,78,4,19.61,704.89,725.39,0,49.69,16.7,2.55,16.77
1863,14,78,4,20.22,614.48,724.4,0,49.79,11.2,2.18,19.82
1864,15,78,4,,554.26,,0,,31.9,1.7,19.43
1865,16,78,4,20.04,554.5,723.2,0,54.21,347.7,3.2,22.18
1866,17,78,4,19.04,243.38,723.2,0,59,7.9,3.32,29.6
1867,18,78,4,17.96,104.87,723.27,0,64.36,5.1,2.7,36.96
1868,19,78,4,17.02,0,724.34,0,68.35,19.7,2,34.24
1869,20,78,4,15.54,0,725.01,0,82.35,165,1.54,29.1
1870,21,78,4,14.49,0,725.6,0,88.67,155.4,1.33,25.08
1871,22,78,4,13.84,0,726.38,0,92.75,166.2,1.62,22.41
1872,23,78,4,13.22,0,726.8,0,95.71,111.4,1.07,21.29
1873,0,79,5,13.23,0,726.8,0,96.1,120.9,1.08,21.02
1874,1,79,5,13.18,0,726.23,0,96.98,123,0.93,22.5
1875,2,79,5,13.83,0,725.6,0,90.76,22.2,0.96,20.74
1876,3,79,5,13.03,0,725.6,0,93.88,166.3,1.14,21.87
1877,4,79,5,13.27,0,725.59,0,92.69,260.1,0.66,15.48
1878,5,79,5,13.96,0,725.6,0,77.31,12.5,1.21,10.4
1879,6,79,5,14.03,0,725.6,0,71.76,358.9,1.61,20.81
1880,7,79,5,14.32,27.95,725.66,0,69.53,357.9,1.24,23.45
1881,8,79,5,17.03,207.79,726.22,0,58.64,32.6,1.12,21.5
1882,9,79,5,18.99,485.79,726.72,0,50.03,192.3,1.69,15.13
1883,10,79,5,18.83,414.02,726.8,0,49.55,168.9,1.96,15.2
1884,11,79,5,19.06,498.09,726.77,0,47.7,133.1,2.57,9.86
1885,12,79,5,21.08,1077.24,725.72,0,41.23,162.5,2.57,13.3
1886,13,79,5,22.2,1011.52,725.26,0,36.86,163.6,2.71,11.56
1887,14,79,5,21.38,603.59,724.4,0,39.14,142.2,2.27,13.53
1888,15,79,5,20.39,334.28,724.1,0,46.47,22.7,2.34,13.56
1889,16,79,5,18.74,201.82,723.22,0,54.77,349.7,2.65,15.32
1890,17,79,5,19.29,327.79,723.22,0,55.23,359.9,2.4,19.92
1891,18,79,5,17.66,52.34,724.08,0,61.95,1.2,2.29,28.45
1892,19,79,5,16.69,0,724.47,0,67.31,5.4,2.48,23.62
1893,20,79,5,15.72,0,725.59,0,71.88,359.8,2.01,31.42
1894,21,79,5,15.31,0,726.26,0,73.81,11.9,2.21,29.56
1895,22,79,5,15.19,0,726.8,0,72.67,1.8,1.6,27.9
1896,23,79,5,14.91,0,726.93,0,77.72,149.1,1.13,29.15
1897,0,80,6,14.35,0,726.86,0,82.78,118.4,1.05,27.39
1898,1,80,6,13.59,0,726.8,0.8,89.83,74.9,1.6,10.95
1899,2,80,6,12.75,0,726.79,0.6,93.18,5,2.49,5.17
1900,3,80,6,13.01,0,725.86,0,84.79,352.7,1.9,10.24
1901,4,80,6,12.89,0,725.6,0,84.48,306,0.81,16.66
1902,5,80,6,13.06,0,725.6,0,84.19,248.4,0.69,18.79
1903,6,80,6,13.1,0,725.92,0,84.6,264.5,0.73,18.95
1904,7,80,6,13.26,11.73,726.8,0,83.49,199.5,1.08,23.22
1905,8,80,6,15.06,184.04,726.8,0,76.38,106.2,1.35,29.73
1906,9,80,6,16.74,360.17,726.91,0,70.18,65,1.25,23.3
1907,10,80,6,18.23,679.38,726.88,0,61.07,20.2,1.36,17.1
1908,11,80,6,19.06,511.7,726.83,0,55.6,89.9,2.1,18.54
1909,12,80,6,18.12,333.29,726.8,0,57.25,32.5,1.77,12.89
1910,13,80,6,17.76,383.24,726.73,0,58.61,355,2.26,11.8
1911,14,80,6,19.04,415.89,725.6,0,50.7,351.5,1.99,7.22
1912,15,80,6,19.11,573.49,724.83,0,49.79,353.3,2.6,11.42
1913,16,80,6,18.96,207.4,724.4,0,50.05,30.7,1.73,17.49
1914,17,80,6,17.86,82.29,724.4,0,56.03,4.8,2.7,16.94
1915,18,80,6,16.91,33.51,724.4,0,62.49,356.3,2.37,20.98
1916,19,80,6,16.08,0,724.84,0,66.63,349.6,1.75,27.61
1917,20,80,6,15.16,0,725.82,0,72.19,354.6,2.12,24.47
1918,21,80,6,14.83,0,726.65,0,68.86,346.6,1.86,19.32
1919,22,80,6,14.14,0,726.96,0,69.25,353.8,1.39,19.27
1920,23,80,6,14.13,0,727.61,0,64.52,251.1,1.42,14.43
1921,0,81,0,13.77,0,726.81,0,61.99,263.9,1.27,11.56
1922,1,81,0,12.67,0,726.8,0,67.52,312.7,0.98,15.14
1923,2,81,0,13.04,0,726.8,0,70.25,275.3,0.58,7.93
1924,3,81,0,13.36,0,726.64,0,71.04,303.7,0.59,18.66
1925,4,81,0,12.91,0,725.63,0,73.89,229.3,0.9,22.59
1926,5,81,0,12.02,0,725.6,0,75.92,304.6,0.91,26.95
1927,6,81,0,12.01,0,726.08,0,76.59,256.5,0.78,29.96
1928,7,81,0,12.36,28.48,726.8,0,77.12,255.8,0.84,46.98
1929,8,81,0,15.26,148.66,726.94,0,64.01,48.4,1,60.26
1930,9,81,0,16.54,399.72,727.96,0,60.79,60.3,1.34,66.9
